original_url,new_path,bytes_before,bytes_after,used_in,source_method,note
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-004-0661.jpg","/img/smoking-azul-forro-detalle.webp","2330580","101656","components/home/DetailGallery.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-005-0682.jpg","/img/manuel-fernandez-toma-medidas-cliente.webp","2360134","124868","components/home/ServicesEnhanced.tsx;components/home/ServicesOverview.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-006-0648.jpg","/img/traje-azul-maniqui-forbes.webp","2353707","60564","components/contacto/ContactPage.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Filled with the image Evelyn's WEB LISTA doc specifies for this page: ""EN LA PAGINA DE CONTACTO""."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-008-0693.jpg","/img/novios-tarta-boda.webp","135794","92038","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-009-0640.jpg","/img/novia-velo-novio-jardin.webp","325226","318554","components/bodas/BodasCarrusel.tsx;components/home/ServicesEnhanced.tsx;components/home/ServicesOverview.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-010-0677.jpg","/img/novios-chaque-coliseo-roma.webp","2325238","285762","components/home/DetailGallery.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available. Kept for the home gallery only; the Bodas hero now uses the doc-specified image."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-2026-04-24-011-0702.jpg","/img/novios-petalos-salida-boda.webp","1638756","75084","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-tools.jpg","/img/herramientas-sastre-cinta-metrica.webp","1662025","111470","components/home/DetailGallery.tsx;components/home/ServicesEnhanced.tsx;components/home/ServicesOverview.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-001-0350.jpg","/img/traje-azul-celeste-medida.webp","123479","33718","components/contacto/ContactPage.tsx","downloads-exif-number",""
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-006-0582.jpg","/img/chaleco-verde-chaqueta-azul-showroom.webp","153989","137832","components/cursos/CursosList.tsx;components/home/DetailGallery.tsx;scripts/setup-db.ts;courses#lapel","imagekit-download",""
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-008-0596.jpg","/img/novio-traje-gris-boutonniere.webp","1456997","57954","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-009-0599.jpg","/img/novio-chaque-corbata-ceremonia.webp","2302053","55026","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Filled with the image Evelyn's WEB LISTA doc specifies for this page: ""LA CEREMONIA"" (Bodas)."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-011-0620.jpg","/img/botones-manga-chaqueta-boda.webp","3321110","171340","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Filled with the image Evelyn's WEB LISTA doc specifies for this page: ""LOS BOTONES"" (Bodas)."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-012-0621.jpg","/img/tarjeta-visita-sastreria-mano.webp","2162907","74850","components/contacto/ContactPage.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Filled with the image Evelyn's WEB LISTA doc specifies for this page: ""CONTACTO""."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-013-0625.jpg","/img/novios-escalera-jardin.webp","204101","162880","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-014-0631.jpg","/img/prenda-medida-etiqueta.webp","1001175","59172","components/home/DetailGallery.tsx","imagekit-download",""
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-016-0634.jpg","/img/forro-chaqueta-tejido-boda.webp","4014750","195696","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Filled with the image Evelyn's WEB LISTA doc specifies for this page: ""LOS TEJIDOS"" (Bodas)."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-unknown-017-9305.jpg","/img/novio-traje-verde-bosque.webp","1736770","85762","components/bodas/BodasCarrusel.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/atelier-workshop.jpg","/img/taller-sastreria-mesa-corte.webp","4264178","124268","app/layout.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/bodas-lining.png","/img/forro-chaqueta-boda.webp","1387579","71418","components/bodas/BodasFinal.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/bodas-morning-coat.png","/img/chaque-hilvanado-medida.webp","2163859","70002","components/bodas/BodasCategorias.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match). Doc label ""EN CHAQUE""; moved from the ""Frac"" card to the ""Chaqué"" card."
"https://ik.imagekit.io/hvzm7siir/all-images/bodas-suit.png","/img/traje-novio-beige-showroom.webp","4255364","129996","components/bodas/BodasSuitSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/ChatGPT_Image_10_abr_2026_11_27_13.png","/img/chaqueta-azul-claro-corbata-granate.webp","2248661","103940","components/la-sastreria/OficioFlipSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/configurador-overview.png","/img/chaqueta-gris-raya-diplomatica-maniqui.webp","1913155","87080","components/configurador/ConfiguradorValueProp.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/create-your-suit.jpg","/img/piezas-patron-tela-mesa-corte.webp","291801","187224","components/servicios/ServiciosCTA.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/cutting-fabric-wide.jpg","/img/corte-tejido-tijeras.webp","582956","112228","components/home/TestimonialsSection.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/cutting-table.jpg","/img/marcado-patron-tela-azul.webp","3540311","103072","components/home/ZoomParallaxSection.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/fabric-consultation.jpg","/img/consulta-tejidos-showroom.webp","5203996","203474","components/home/ServicesEnhanced.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/favicon.ico","/img/favicon-manuel-fernandez.png","522006","142291","app/layout.tsx","imagekit-download",""
"https://ik.imagekit.io/hvzm7siir/all-images/hero-bg.avif","/img/hero-manuel-fernandez-corte-patron.webp","46961","50844","components/home/HeroEnhanced.tsx","local-repo",""
"https://ik.imagekit.io/hvzm7siir/all-images/home-origin.png","/img/hilos-telar-origen-tejido.webp","2098128","49030","components/fabrics/FabricsSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/home-sartorial-interpretation.png","/img/manuel-fernandez-marcando-patron.webp","129453","62978","components/home/ProcesoSection.tsx;components/home/ProcessCardsEnhanced.tsx","imagekit-download",""
"https://ik.imagekit.io/hvzm7siir/all-images/home-selection.png","/img/chaqueta-entretela-canvas-maniqui.webp","188587","70148","components/fabrics/FabricsSection.tsx;components/home/ProcesoSection.tsx;components/home/ProcessCardsEnhanced.tsx","imagekit-download",""
"https://ik.imagekit.io/hvzm7siir/all-images/home-the-process.png","/img/traje-gris-medida-puerta-madrid.webp","2389211","110686","components/fabrics/FabricsSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/home-the-result.png","/img/fachada-sastreria-jorge-juan.webp","1814849","81736","components/home/ProcesoSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/home-visual.png","/img/muestras-tejidos-forbes.webp","4257922","214288","components/fabrics/FabricsSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0067.JPG","/img/patron-chaqueta-piezas-cortadas.webp","3132840","189006","components/home/ServicesEnhanced.tsx;components/home/ServicesOverview.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0150.JPG","/img/traje-gris-tres-piezas-detalle.webp","2266724","126342","components/home/ProcessCardsSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0416.JPG","/img/puno-camisa-reloj-detalle.webp","1802294","55214","components/home/TestimonialsSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0577.JPG","/img/ajuste-cintura-pantalon.webp","1851698","53542","components/home/ServicesOverview.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0623.JPG","/img/marcado-tiza-tela-gris.webp","2015061","64002","components/la-sastreria/OficioFlipSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0734.JPG","/img/clientes-showroom-sofa.webp","2582800","190178","components/home/ServicesEnhanced.tsx;components/home/ServicesOverview.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0808.JPG","/img/camisas-corbatas-accesorios.webp","2660677","184196","components/home/TestimonialsSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0860.JPG","/img/manuel-fernandez-cinta-metrica-mesa.webp","2123550","97408","components/home/ZoomParallaxSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_0945.JPG","/img/americana-menta-espejo-showroom.webp","2306679","92086","components/home/ZoomParallaxSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_1001.JPG","/img/manuel-fernandez-hilvanando.webp","2223564","119090","components/la-sastreria/MaestroSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_1277.JPG","/img/cliente-saliendo-sastreria-bolsa.webp","3035113","244952","components/home/ProcessCardsSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_1310.JPG","/img/recepcion-sastreria-madrid.webp","1339229","48088","components/la-sastreria/OficioGrid.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_1504.JPG","/img/eleccion-tejido-cliente.webp","2340337","121606","components/la-sastreria/OficioFlipSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_1648.JPG","/img/prueba-traje-burdeos-ajuste.webp","1874807","75628","components/home/ProcessCardsSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_7034.JPG","/img/americana-azul-claro-calle.webp","9647534","447406","components/home/ZoomParallaxSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_7067.JPG","/img/americana-menta-fachada-sastreria.webp","7226253","318352","components/la-sastreria/OficioGrid.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_7409.JPG","/img/toma-medidas-cliente.webp","5206063","134040","components/home/DetailGallery.tsx;components/home/ZoomParallaxSection.tsx;scripts/setup-db.ts","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_7414.JPG","/img/toma-medidas-cinta-metrica.webp","4793012","90566","components/home/ZoomParallaxSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_7511.JPG","/img/showroom-libros-tejidos.webp","4932253","104164","components/home/DetailGallery.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_7784.JPG","/img/chaqueta-verde-construccion-alfileres.webp","4878941","94860","components/home/DetailGallery.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_9423.JPG","/img/curso-sastreria-mesa-corte.webp","2355057","120894","components/cursos/CursosLayout.tsx;components/home/TestimonialsSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/IMG_9721.JPG","/img/demostracion-corte-evento.webp","2362229","140494","components/la-sastreria/OficioGrid.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/logo.png","/img/logo-manuel-fernandez.png","522006","142291","components/global/LoadingScreen.tsx;components/global/Navigation.tsx","local-repo",""
"https://ik.imagekit.io/hvzm7siir/all-images/madrid-suit-street.jpg","/img/americana-marron-medida-madrid.webp","622845","276496","components/configurador/ConfiguradorHero.tsx;components/servicios/ServiciosHero.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/madrid-tweed.jpg","/img/traje-tweed-madrid-calle.webp","622845","276496","components/home/TestimonialsSection.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/mint-jacket-madrid.jpg","/img/americana-verde-menta-madrid.webp","1905554","96242","components/home/TestimonialsSection.tsx;components/servicios/ServiciosHero.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/Proceso_de_sastrer%C3%ADa_en_tela_azul.png","/img/proceso-sastreria-tela-azul.webp","2608824","127924","components/la-sastreria/OficioFlipSection.tsx","local-downloads",""
"https://ik.imagekit.io/hvzm7siir/all-images/producto-artisan-coat.png","/img/abrigo-medida-rojo-forro.webp","1964871","73660","components/servicios/ServiciosHero.tsx;components/servicios/ServiciosMorphGallery.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/producto-artisan-suit.png","/img/traje-tres-piezas-gris-medida.webp","2178298","99918","components/servicios/ServiciosHero.tsx;components/servicios/ServiciosMorphGallery.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/producto-blazer.png","/img/blazer-cuadros-azul-medida.webp","920387","63746","components/servicios/ServiciosHero.tsx;components/servicios/ServiciosMorphGallery.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/producto-morning-coat.png","/img/frac-chaleco-blanco.webp","861779","30072","components/servicios/ServiciosHero.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match). NOTE: the developer named Evelyn's FRAC photo ""producto-morning-coat""."
"https://ik.imagekit.io/hvzm7siir/all-images/producto-shirts.png","/img/camisas-medida-corbatas.webp","3989871","155606","components/servicios/ServiciosHero.tsx;components/servicios/ServiciosMorphGallery.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/producto-stroller.png","/img/chaque-gris-hilvanado-showroom.webp","2761905","81338","components/servicios/ServiciosHero.tsx;components/servicios/ServiciosMorphGallery.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match). NOTE: the developer named Evelyn's CHAQUE photo ""producto-stroller""."
"https://ik.imagekit.io/hvzm7siir/all-images/producto-tuxedo.png","/img/smoking-negro-pajarita.webp","1931250","42438","components/servicios/ServiciosHero.tsx;components/servicios/ServiciosMorphGallery.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-artisan-detail.png","/img/cosido-a-mano-detalle.webp","3300740","111260","components/la-sastreria/CraftJourneySection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-cut-by-hand.png","/img/corte-a-mano-mesa.webp","4329555","248992","components/la-sastreria/CraftJourneySection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-evelyn-fernandez.png","/img/evelyn-fernandez-sastreria.webp","4947092","130048","components/la-sastreria/EvelynSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-hero.png","/img/manos-sastre-tela-gris.webp","2355644","59080","components/la-sastreria/SastreriaHero.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-manuel-fernandez.png","/img/manuel-fernandez-mesa-de-corte.webp","1516011","54324","components/la-sastreria/HistoriaSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-next-step.png","/img/cliente-showroom-sofa-chester.webp","3978373","139442","components/la-sastreria/SastreriaCTA.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-overview.png","/img/chaque-hilvanado-diseno.webp","2325051","90620","components/la-sastreria/CraftJourneySection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-space-01.png","/img/espacio-sastreria-showroom-01.webp","2680220","89684","components/la-sastreria/EspacioSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/sastreria-space-02.png","/img/espacio-sastreria-showroom-02.webp","5145219","298052","components/la-sastreria/EspacioSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/scissors-cutting.jpg","/img/tijeras-cortando-tejido.webp","3198844","145080","components/servicios/ServiciosHero.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/servicios-hero.png","/img/patron-cortado-tela-raya.webp","3199656","177892","components/servicios/ServiciosHero.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/servicios-overview.jpg","/img/showroom-muestrario-tejidos.webp","191793","106020","components/servicios/CredencialesSection.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/showroom-jackets.jpg","/img/chaquetas-maniquies-showroom.webp","5261427","113606","components/cursos/CursosList.tsx;scripts/setup-db.ts;courses#pockets","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/sleeve-buttons.jpg","/img/botones-manga-tweed.webp","5388139","510712","components/home/ZoomParallaxSection.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/tailor-workshop.jpg","/img/evelyn-fernandez-taller-corte.webp","7416323","166648","components/home/ServicesEnhanced.tsx;components/home/ServicesOverview.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/tweed-buttons.jpg","/img/botones-tweed-detalle.webp","5388139","510712","components/la-sastreria/OficioGrid.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/velvet-lining.jpg","/img/forro-morado-chaqueta.webp","4823629","377618","components/home/ZoomParallaxSection.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/videollamada-overview.png","/img/asesoramiento-tejido-cliente.webp","3772675","124710","components/videollamada/VideollamadaHero.tsx;components/videollamada/VideollamadaValue.tsx","docx-web-lista","Confirmed against Evelyn's WEB LISTA doc via recovered media-library-export.csv (exact byte-size match)."
"https://ik.imagekit.io/hvzm7siir/all-images/wedding-groom-detail.jpg","/img/boda-novios-ceremonia.webp","167469","75396","components/bodas/BodasCarrusel.tsx","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/wedding-morning-coat.jpg","/img/novio-chaque-roma.webp","1757479","219310","components/bodas/BodasCarrusel.tsx;scripts/setup-db.ts","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/wedding-tuxedo.jpg","/img/smoking-novio-gala.webp","210431","96374","components/bodas/BodasCategorias.tsx;scripts/setup-db.ts","local-repo","Source: public/photos in git history (removed from the tree in the cleanup commit)."
"https://ik.imagekit.io/hvzm7siir/all-images/WhatsApp_Image_2026-05-24_at_00.37.28.jpg","/img/solapa-chaqueta-cuadros-curso.webp","328700","183502","components/cursos/CursosList.tsx;scripts/setup-db.ts;courses#canvas","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/WhatsApp_Image_2026-06-05_at_10.50.14.jpeg","/img/novio-padrinos-trajes-azules.webp","192457","146352","components/home/ProcessCardsEnhanced.tsx","imagekit-download",""
"https://ik.imagekit.io/hvzm7siir/all-images/WhatsApp_Image_2026-06-05_at_13.10.34.jpeg","/img/curso-manuel-fernandez-mesa-corte.webp","230043","126034","components/cursos/CursosList.tsx;scripts/setup-db.ts;courses#intro","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Filled with the image Evelyn's WEB LISTA doc specifies for this page: ""CURSOS ONLINE""."
"https://ik.imagekit.io/hvzm7siir/all-images/WhatsApp_Image_2026-06-05_at_13.11.33.jpeg","/img/chaqueta-azul-terminada-despues.webp","1827254","64328","components/cursos/CursosList.tsx;components/home/BeforeAfterSlider.tsx;scripts/setup-db.ts;courses#buttonholes","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"https://ik.imagekit.io/hvzm7siir/all-images/WhatsApp_Image_2026-06-10_at_11.15.20.jpeg","/img/tejido-principe-de-gales-etiqueta.webp","3839393","318572","components/la-sastreria/CraftJourneySection.tsx","substitute","SUBSTITUTE: original unrecoverable (ImageKit 403). Chosen from client photo folders; replace when original is available."
"docx://WEB LISTA (1).docx/word/media/image23.png","/img/novio-celebracion-boda-noche.webp","3250732","96922","components/bodas/BodasHero.tsx","docx-web-lista","Evelyn's WEB LISTA doc: ""LA PRIMERA FOTO DE BODAS Y CEREMONIA"". Not on ImageKit; the site used an unrecoverable photo here instead."
"docx://WEB LISTA (1).docx/word/media/image25.png","/img/frac-novio-balcon.webp","3417652","96570","components/bodas/BodasCategorias.tsx","docx-web-lista","Evelyn's WEB LISTA doc: ""EN FRAC"". Not on ImageKit; the site used an unrecoverable photo here instead."
